华侨城空港国际小镇水岸8号,12632
星耀未来,22000
招商中海置地璟园,23979
萃语云筑,21500
皖投云启锦悦,23703
皖投云锦台,25000
昆御府,22165
皖投云启锦上,23495
远大上湖居,25000
远洋水木华著,28000
伟星玖都荟莲花星街,30000
中建天际,8000
伟星玖都荟·星誉,13500
皖投万科产融中心写字楼,12000
青芒loft,10000
置地汇金中心,23248
海尔产城创创智中心,9000
尚泽大都会,8416
华邦观筑里,21206
远大尚林苑,23894
文一名门南郡,17067
合肥启迪科技城水木园,19071
依澜雅居,22076
铜冠花园,22700
国耀花半里,20325
禹洲天境,25428
丰朔名仕豪庭,24742
翡翠花园,18626
经典华城,22861
东冠繁华逸城,20091
银都香水郡,22722
百乐门派客时代,23481
华凤国际,23553
紫金山庄,22110
绿地滨湖印象,25493
华冶向阳里,21481
汇美广场,22297
文峰中心,23417
合肥天润国际大厦,8500
长安萨尔斯堡,17357
东湖高新合肥创新中心,18557
皖投万科产融中心,20000
邦泰科技城,17000
中海上东区,18700
公园万象,25500
葛洲坝国际中心,20738
原树提香别墅,15814
世茂君望墅,17254
合肥大地雅苑,23722
尚泽紫金公馆,17070
加侨悦湖公馆,22452
绿地滨湖国际花都,23487
国耀一方城,19812
建业时光原著,21876
国耀星达城,21121
多伦多国际花园,19246
中环湖滨公馆,24478
华地润园,23483
南湖春城,21240
翡翠明珠,21594
伟星玖都荟,27400
海尔产城创云玺,18000
合肥启迪科技城,25132
滨湖凡高,26110
绿城翡翠湖玫瑰园,18784
融创城,24302
禹洲翡翠湖郡,17142
世茂翡翠首府,18900
葛洲坝·玖珑府,23538
金屿海岸,21276
金大地•时代天街,23496
长安一品,16352
原树提香御湖湾,15814
中环城,23253
紫御府,23128
东海精工社,23769
御景前城,24985
凤凰SOHO,23398
观澜华庭,26117
金水童话名苑,21279
尚泽大都会项目,23495
天时非常空间,20965
锦绣大地城,19100
前城芒果墅,24096
高速翡翠湖畔,23183
金星家园,19686
翡翠公馆,20695
滨湖香江龙韵,23589
御湖观邸,22767
汇峰苹果小镇,21345
幸福大街,16970
德信上湖名院,22360
安通缘梦天地,17357
中环城二期,23253
丹霞徽苑,22360
蓝鼎新世纪,23496
尚品商务广场,25558
