招商保利臻悦,22000
万科朗拾,28000
皖投云启华章花园,28000
保利珺悦,22960
保利和光熙悦,23830
润城中心,24126
招商东望府,22000
中骏世界城,25500
招商雍境湾,21500
中梁华宇锦绣蘭院,23600
琥珀晴川里,13500
中铁臻庭,23000
旭辉天阜越江来,24000
招商雍润府,24000
星海城,11000
徽创龙川汇,21711
翡翠时光,18116
旭辉天阜玖江来,24000
滨湖一号,18000
星澜ONE,20000
润城中心润街,20219
星澜湾·星坊,50000
贡街智汇中心,7500
南翔繁华城,6000
绿地中央广场,11000
绿地中心,13000
金隅大成郡,18500
招商东望里,30000
雍荣府,15000
融创澜岸里,24029
金辉庐州云著,22000
乐富强悦融湾,17000
融创滨湖湾,20333
龙湖景粼天地,25000
新世界市中心,10000
益力檀宫,21385
绿地御徽,23439
融侨观澜,21000
东方名邸,23019
金科博翠天辰,20333
和昌尚座,25812
凤凰文化广场,21544
绿地中心窝趣,22705
南翔茗座,25307
和昌都汇华府,23667
湖畔景苑,25279
水丽坊自在城,21306
城建琥珀新天地,23616
华夏茗湾学府,26957
中振和润华府,23667
绿地中心住宅,23616
和昌中心项目,25803
绿城玉兰公寓,22969
望湖嘉苑,23852
美生滨江花月,22617
南翔繁华城商铺,6000
和昌中心,11500
加侨国际广场,11500
徽商总部广场,11500
融侨观澜商办,23853
创赢大厦,11500
缤购商铺,19900
府前大街5频道,23008
太平洋新悦城,20789
明悦中心,10000
翡翠天际,25974
置地瑞玺,22000
中海观园,18943
高速时代首府,22000
信达天御,22909
奥园龙川玖著,22364
宝利丰广场徽州里街区,35000
恒大水晶国际广场商铺,24254
中海环宇天地,22898
中辰优唐广场,16000
中海央墅,22593
宝利丰广场,22069
东方广场,20330
玫瑰绅城,18214
华玺广场,9000
皖都徽韵,25199
铂金汉宫,23667
新鸿意瀚海星座,23697
静安曙光雅苑,21276
九珑湾,24093
众安绿色港湾,23852
信达银杏尚郡,22940
万振城市广场,23667
银联广场,18269
淝河大厦,23852
纵横国际,20027
万泓中心,22371
金保合肥中心,11700
华夏国际茶博城,25616
金中环广场,11500
领域格里,11500
信达天御邻里坊,30000
玖著城芯街,19740
联东U谷（厂房）,11500
博皖广场,17986
锦绣花城,23000
信达华宇锦绣龙川,19722
金隅金成府,18500
时代领峯,18000
兴港和昌云庭,21000
高铁都市花园,15000
中铁五号院,22000
滨湖阳光里二期,20333
贡院,16000
华宇信达锦绣蘭庭,21900
唯美创想城,11500
玲珑大厦,12000
国开公馆,22088
天下锦城公寓,23482
国贸天悦,22332
和昌•中央城邦,25645
伟星玖峯汇,30000
高速信达时代星河,24000
龙湖光年壹号,20000
信铃国际天启,12000
汇景云时区,25000
信达银信广场,11500
龙湖光年商铺,40000
博纳向日葵,19500
童享荟,40000
乐富强悦湖熙岸,20700
知庐,24800
金鹏麓山院,15000
万科高第,26400
祥源金港湾,21691
望江台璟宸,21497
御景城,23728
悦湖山院,22675
喜尔美菁英汇,22748
蜀山凡高,22820
绿地乔治庄园别墅,22540
中海原山,22595
圣联·香御公馆,26227
百商澜山墅,21944
鼎元公馆,24792
城改蜀湖湾,27398
博威香槟小镇,21986
瑞和山水居,25659
幸福·金色年华,21773
阳光御湖苑,22683
天贸大厦,28593
华邦蜀山别院,22000
中南樾府,20574
万兴湖山间,25000
乐富强文宸悦府,17000
保利柏林之春,15800
